source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,source.ligand,target.receptor,ligand.pvalues,ligand.logFC,ligand.pct.1,ligand.pct.2,receptor.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2
Endothelial Progenitor,IZ 2,BMP6,ACVR1_BMPR2,0.003091857193721642,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,IZ 2.ACVR1_BMPR2,4.2649738764837467e-7,0.3124943512853565,41.47727272727273,11.842105263157894,3.1176020693767885e-29,0.2633794082848326,47.72167487684729,20.689655172413794
Portal Endothelial,IZ 2,BMP6,ACVR1_BMPR2,0.013934768767807035,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 2.ACVR1_BMPR2,2.14171007574167e-58,0.5984614098039082,56.481481481481474,10.278745644599303,3.1176020693767885e-29,0.2633794082848326,47.72167487684729,20.689655172413794
LSEC Zone 1,IZ 2,BMP6,ACVR1_BMPR2,0.018573827835026268,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 2.ACVR1_BMPR2,0.04200151231184319,-0.25251146854132367,67.88990825688074,70.71428571428572,3.1176020693767885e-29,0.2633794082848326,47.72167487684729,20.689655172413794
LSEC Zone 2&3 1,IZ 2,BMP6,ACVR1_BMPR2,0.015516144973270406,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 2.ACVR1_BMPR2,7.50349039562905e-36,0.6356071559888669,69.08713692946058,28.26086956521739,3.1176020693767885e-29,0.2633794082848326,47.72167487684729,20.689655172413794
LSEC Zone 2&3 2,IZ 2,BMP6,ACVR1_BMPR2,0.02972593606715278,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 2.ACVR1_BMPR2,1.1133959444582506e-69,0.9235643274126857,92.36111111111111,48.04597701149425,3.1176020693767885e-29,0.2633794082848326,47.72167487684729,20.689655172413794
LSEC Zone 2&3 3,IZ 2,BMP6,ACVR1_BMPR2,0.028910367188702463,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 2.ACVR1_BMPR2,1.6817979121991368e-45,0.9068487325815036,76.78018575851394,26.666666666666668,3.1176020693767885e-29,0.2633794082848326,47.72167487684729,20.689655172413794
Endothelial Progenitor,IZ 3,BMP6,ACVR1_BMPR2,0.003091857193721642,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,IZ 3.ACVR1_BMPR2,4.2649738764837467e-7,0.3124943512853565,41.47727272727273,11.842105263157894,7.944871482038104e-9,0.2061955878020726,48.69402985074627,29.236499068901303
Portal Endothelial,IZ 3,BMP6,ACVR1_BMPR2,0.013934768767807035,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 3.ACVR1_BMPR2,2.14171007574167e-58,0.5984614098039082,56.481481481481474,10.278745644599303,7.944871482038104e-9,0.2061955878020726,48.69402985074627,29.236499068901303
LSEC Zone 1,IZ 3,BMP6,ACVR1_BMPR2,0.018573827835026268,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 3.ACVR1_BMPR2,0.04200151231184319,-0.25251146854132367,67.88990825688074,70.71428571428572,7.944871482038104e-9,0.2061955878020726,48.69402985074627,29.236499068901303
LSEC Zone 2&3 1,IZ 3,BMP6,ACVR1_BMPR2,0.015516144973270406,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 3.ACVR1_BMPR2,7.50349039562905e-36,0.6356071559888669,69.08713692946058,28.26086956521739,7.944871482038104e-9,0.2061955878020726,48.69402985074627,29.236499068901303
LSEC Zone 2&3 2,IZ 3,BMP6,ACVR1_BMPR2,0.02972593606715278,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 3.ACVR1_BMPR2,1.1133959444582506e-69,0.9235643274126857,92.36111111111111,48.04597701149425,7.944871482038104e-9,0.2061955878020726,48.69402985074627,29.236499068901303
LSEC Zone 2&3 3,IZ 3,BMP6,ACVR1_BMPR2,0.028910367188702463,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 3.ACVR1_BMPR2,1.6817979121991368e-45,0.9068487325815036,76.78018575851394,26.666666666666668,7.944871482038104e-9,0.2061955878020726,48.69402985074627,29.236499068901303
Endothelial Progenitor,IZ 4,BMP6,ACVR1_BMPR2,0.0017888756144687201,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,IZ 4.ACVR1_BMPR2,4.2649738764837467e-7,0.3124943512853565,41.47727272727273,11.842105263157894,2.1720504268219106e-12,0.2102854427763319,42.68292682926829,20.797720797720796
Portal Endothelial,IZ 4,BMP6,ACVR1_BMPR2,0.00810603886941096,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 4.ACVR1_BMPR2,2.14171007574167e-58,0.5984614098039082,56.481481481481474,10.278745644599303,2.1720504268219106e-12,0.2102854427763319,42.68292682926829,20.797720797720796
LSEC Zone 1,IZ 4,BMP6,ACVR1_BMPR2,0.010831891147162395,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 4.ACVR1_BMPR2,0.04200151231184319,-0.25251146854132367,67.88990825688074,70.71428571428572,2.1720504268219106e-12,0.2102854427763319,42.68292682926829,20.797720797720796
LSEC Zone 2&3 1,IZ 4,BMP6,ACVR1_BMPR2,0.009033693377584848,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 4.ACVR1_BMPR2,7.50349039562905e-36,0.6356071559888669,69.08713692946058,28.26086956521739,2.1720504268219106e-12,0.2102854427763319,42.68292682926829,20.797720797720796
LSEC Zone 2&3 2,IZ 4,BMP6,ACVR1_BMPR2,0.017441328655893245,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 4.ACVR1_BMPR2,1.1133959444582506e-69,0.9235643274126857,92.36111111111111,48.04597701149425,2.1720504268219106e-12,0.2102854427763319,42.68292682926829,20.797720797720796
LSEC Zone 2&3 3,IZ 4,BMP6,ACVR1_BMPR2,0.016955239840191146,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 4.ACVR1_BMPR2,1.6817979121991368e-45,0.9068487325815036,76.78018575851394,26.666666666666668,2.1720504268219106e-12,0.2102854427763319,42.68292682926829,20.797720797720796
Endothelial Progenitor,IZ 5,BMP6,ACVR1_BMPR2,0.0021166180583644043,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,IZ 5.ACVR1_BMPR2,4.2649738764837467e-7,0.3124943512853565,41.47727272727273,11.842105263157894,3.687981251110218e-9,0.18075488086120145,43.34038054968288,24.362606232294617
Portal Endothelial,IZ 5,BMP6,ACVR1_BMPR2,0.009591157771969857,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 5.ACVR1_BMPR2,2.14171007574167e-58,0.5984614098039082,56.481481481481474,10.278745644599303,3.687981251110218e-9,0.18075488086120145,43.34038054968288,24.362606232294617
LSEC Zone 1,IZ 5,BMP6,ACVR1_BMPR2,0.012816417319842864,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 5.ACVR1_BMPR2,0.04200151231184319,-0.25251146854132367,67.88990825688074,70.71428571428572,3.687981251110218e-9,0.18075488086120145,43.34038054968288,24.362606232294617
LSEC Zone 2&3 1,IZ 5,BMP6,ACVR1_BMPR2,0.010688769181082358,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 5.ACVR1_BMPR2,7.50349039562905e-36,0.6356071559888669,69.08713692946058,28.26086956521739,3.687981251110218e-9,0.18075488086120145,43.34038054968288,24.362606232294617
LSEC Zone 2&3 2,IZ 5,BMP6,ACVR1_BMPR2,0.020636779268689464,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 5.ACVR1_BMPR2,1.1133959444582506e-69,0.9235643274126857,92.36111111111111,48.04597701149425,3.687981251110218e-9,0.18075488086120145,43.34038054968288,24.362606232294617
LSEC Zone 2&3 3,IZ 5,BMP6,ACVR1_BMPR2,0.020061633430173694,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 5.ACVR1_BMPR2,1.6817979121991368e-45,0.9068487325815036,76.78018575851394,26.666666666666668,3.687981251110218e-9,0.18075488086120145,43.34038054968288,24.362606232294617
Endothelial Progenitor,IZ 6,BMP6,ACVR1_BMPR2,0.003713935869935067,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,IZ 6.ACVR1_BMPR2,4.2649738764837467e-7,0.3124943512853565,41.47727272727273,11.842105263157894,2.2628792992510395e-4,0.22675072483173245,52.46913580246914,31.643356643356643
Portal Endothelial,IZ 6,BMP6,ACVR1_BMPR2,0.016718611945565506,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 6.ACVR1_BMPR2,2.14171007574167e-58,0.5984614098039082,56.481481481481474,10.278745644599303,2.2628792992510395e-4,0.22675072483173245,52.46913580246914,31.643356643356643
LSEC Zone 1,IZ 6,BMP6,ACVR1_BMPR2,0.022272210418753737,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 6.ACVR1_BMPR2,0.04200151231184319,-0.25251146854132367,67.88990825688074,70.71428571428572,2.2628792992510395e-4,0.22675072483173245,52.46913580246914,31.643356643356643
LSEC Zone 2&3 1,IZ 6,BMP6,ACVR1_BMPR2,0.018612424491567612,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 6.ACVR1_BMPR2,7.50349039562905e-36,0.6356071559888669,69.08713692946058,28.26086956521739,2.2628792992510395e-4,0.22675072483173245,52.46913580246914,31.643356643356643
LSEC Zone 2&3 2,IZ 6,BMP6,ACVR1_BMPR2,0.035597912080539966,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 6.ACVR1_BMPR2,1.1133959444582506e-69,0.9235643274126857,92.36111111111111,48.04597701149425,2.2628792992510395e-4,0.22675072483173245,52.46913580246914,31.643356643356643
LSEC Zone 2&3 3,IZ 6,BMP6,ACVR1_BMPR2,0.03462457625334409,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 6.ACVR1_BMPR2,1.6817979121991368e-45,0.9068487325815036,76.78018575851394,26.666666666666668,2.2628792992510395e-4,0.22675072483173245,52.46913580246914,31.643356643356643
Endothelial Progenitor,PP 1,BMP6,ACVR1_BMPR2,0.0016217683127920466,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,PP 1.ACVR1_BMPR2,4.2649738764837467e-7,0.3124943512853565,41.47727272727273,11.842105263157894,3.328142923371949e-6,0.16233819478006728,44.95159059474412,27.723577235772357
Portal Endothelial,PP 1,BMP6,ACVR1_BMPR2,0.007348815576859233,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,PP 1.ACVR1_BMPR2,2.14171007574167e-58,0.5984614098039082,56.481481481481474,10.278745644599303,3.328142923371949e-6,0.16233819478006728,44.95159059474412,27.723577235772357
LSEC Zone 1,PP 1,BMP6,ACVR1_BMPR2,0.009820033147077054,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,PP 1.ACVR1_BMPR2,0.04200151231184319,-0.25251146854132367,67.88990825688074,70.71428571428572,3.328142923371949e-6,0.16233819478006728,44.95159059474412,27.723577235772357
LSEC Zone 2&3 1,PP 1,BMP6,ACVR1_BMPR2,0.008189813505617911,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,PP 1.ACVR1_BMPR2,7.50349039562905e-36,0.6356071559888669,69.08713692946058,28.26086956521739,3.328142923371949e-6,0.16233819478006728,44.95159059474412,27.723577235772357
LSEC Zone 2&3 2,PP 1,BMP6,ACVR1_BMPR2,0.015812051949470052,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,PP 1.ACVR1_BMPR2,1.1133959444582506e-69,0.9235643274126857,92.36111111111111,48.04597701149425,3.328142923371949e-6,0.16233819478006728,44.95159059474412,27.723577235772357
LSEC Zone 2&3 3,PP 1,BMP6,ACVR1_BMPR2,0.015371370980859275,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,PP 1.ACVR1_BMPR2,1.6817979121991368e-45,0.9068487325815036,76.78018575851394,26.666666666666668,3.328142923371949e-6,0.16233819478006728,44.95159059474412,27.723577235772357
Endothelial Progenitor,PP 2,BMP6,ACVR1_BMPR2,0.003091857193721642,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,PP 2.ACVR1_BMPR2,4.2649738764837467e-7,0.3124943512853565,41.47727272727273,11.842105263157894,0.001126504045118125,0.1937991354971993,48.728813559322035,30.459770114942526
Portal Endothelial,PP 2,BMP6,ACVR1_BMPR2,0.013934768767807035,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,PP 2.ACVR1_BMPR2,2.14171007574167e-58,0.5984614098039082,56.481481481481474,10.278745644599303,0.001126504045118125,0.1937991354971993,48.728813559322035,30.459770114942526
LSEC Zone 1,PP 2,BMP6,ACVR1_BMPR2,0.018573827835026268,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,PP 2.ACVR1_BMPR2,0.04200151231184319,-0.25251146854132367,67.88990825688074,70.71428571428572,0.001126504045118125,0.1937991354971993,48.728813559322035,30.459770114942526
LSEC Zone 2&3 1,PP 2,BMP6,ACVR1_BMPR2,0.015516144973270406,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,PP 2.ACVR1_BMPR2,7.50349039562905e-36,0.6356071559888669,69.08713692946058,28.26086956521739,0.001126504045118125,0.1937991354971993,48.728813559322035,30.459770114942526
LSEC Zone 2&3 2,PP 2,BMP6,ACVR1_BMPR2,0.02972593606715278,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,PP 2.ACVR1_BMPR2,1.1133959444582506e-69,0.9235643274126857,92.36111111111111,48.04597701149425,0.001126504045118125,0.1937991354971993,48.728813559322035,30.459770114942526
LSEC Zone 2&3 3,PP 2,BMP6,ACVR1_BMPR2,0.028910367188702463,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,PP 2.ACVR1_BMPR2,1.6817979121991368e-45,0.9068487325815036,76.78018575851394,26.666666666666668,0.001126504045118125,0.1937991354971993,48.728813559322035,30.459770114942526
Endothelial Progenitor,PP 3,BMP6,ACVR1_BMPR2,0.0035009747951738335,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,PP 3.ACVR1_BMPR2,4.2649738764837467e-7,0.3124943512853565,41.47727272727273,11.842105263157894,4.080746357456565e-5,0.28248697905818376,55.601907032181174,29.41176470588235
Portal Endothelial,PP 3,BMP6,ACVR1_BMPR2,0.0157599487663583,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,PP 3.ACVR1_BMPR2,2.14171007574167e-58,0.5984614098039082,56.481481481481474,10.278745644599303,4.080746357456565e-5,0.28248697905818376,55.601907032181174,29.41176470588235
LSEC Zone 1,PP 3,BMP6,ACVR1_BMPR2,0.020995097933726073,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,PP 3.ACVR1_BMPR2,0.04200151231184319,-0.25251146854132367,67.88990825688074,70.71428571428572,4.080746357456565e-5,0.28248697905818376,55.601907032181174,29.41176470588235
LSEC Zone 2&3 1,PP 3,BMP6,ACVR1_BMPR2,0.017545168065380087,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,PP 3.ACVR1_BMPR2,7.50349039562905e-36,0.6356071559888669,69.08713692946058,28.26086956521739,4.080746357456565e-5,0.28248697905818376,55.601907032181174,29.41176470588235
LSEC Zone 2&3 2,PP 3,BMP6,ACVR1_BMPR2,0.03355668953889703,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,PP 3.ACVR1_BMPR2,1.1133959444582506e-69,0.9235643274126857,92.36111111111111,48.04597701149425,4.080746357456565e-5,0.28248697905818376,55.601907032181174,29.41176470588235
LSEC Zone 2&3 3,PP 3,BMP6,ACVR1_BMPR2,0.03263916583423705,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,PP 3.ACVR1_BMPR2,1.6817979121991368e-45,0.9068487325815036,76.78018575851394,26.666666666666668,4.080746357456565e-5,0.28248697905818376,55.601907032181174,29.41176470588235
Endothelial Progenitor,PP 4,BMP6,ACVR1_BMPR2,0.003091857193721642,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,PP 4.ACVR1_BMPR2,4.2649738764837467e-7,0.3124943512853565,41.47727272727273,11.842105263157894,0.001957009516158033,0.20375988592556968,51.09090909090909,29.303278688524593
Portal Endothelial,PP 4,BMP6,ACVR1_BMPR2,0.013934768767807035,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,PP 4.ACVR1_BMPR2,2.14171007574167e-58,0.5984614098039082,56.481481481481474,10.278745644599303,0.001957009516158033,0.20375988592556968,51.09090909090909,29.303278688524593
LSEC Zone 1,PP 4,BMP6,ACVR1_BMPR2,0.018573827835026268,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,PP 4.ACVR1_BMPR2,0.04200151231184319,-0.25251146854132367,67.88990825688074,70.71428571428572,0.001957009516158033,0.20375988592556968,51.09090909090909,29.303278688524593
LSEC Zone 2&3 1,PP 4,BMP6,ACVR1_BMPR2,0.015516144973270406,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,PP 4.ACVR1_BMPR2,7.50349039562905e-36,0.6356071559888669,69.08713692946058,28.26086956521739,0.001957009516158033,0.20375988592556968,51.09090909090909,29.303278688524593
LSEC Zone 2&3 2,PP 4,BMP6,ACVR1_BMPR2,0.02972593606715278,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,PP 4.ACVR1_BMPR2,1.1133959444582506e-69,0.9235643274126857,92.36111111111111,48.04597701149425,0.001957009516158033,0.20375988592556968,51.09090909090909,29.303278688524593
LSEC Zone 2&3 3,PP 4,BMP6,ACVR1_BMPR2,0.028910367188702463,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,PP 4.ACVR1_BMPR2,1.6817979121991368e-45,0.9068487325815036,76.78018575851394,26.666666666666668,0.001957009516158033,0.20375988592556968,51.09090909090909,29.303278688524593
Endothelial Progenitor,CV 1,BMP6,ACVR1_BMPR2,0.0027748944689584415,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,CV 1.ACVR1_BMPR2,4.2649738764837467e-7,0.3124943512853565,41.47727272727273,11.842105263157894,3.344886005083712e-15,0.19200834192686192,47.83582089552239,25.641025641025642
Portal Endothelial,CV 1,BMP6,ACVR1_BMPR2,0.012506241510287487,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,CV 1.ACVR1_BMPR2,2.14171007574167e-58,0.5984614098039082,56.481481481481474,10.278745644599303,3.344886005083712e-15,0.19200834192686192,47.83582089552239,25.641025641025642
LSEC Zone 1,CV 1,BMP6,ACVR1_BMPR2,0.01666972596000205,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,CV 1.ACVR1_BMPR2,0.04200151231184319,-0.25251146854132367,67.88990825688074,70.71428571428572,3.344886005083712e-15,0.19200834192686192,47.83582089552239,25.641025641025642
LSEC Zone 2&3 1,CV 1,BMP6,ACVR1_BMPR2,0.013925502430485686,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,CV 1.ACVR1_BMPR2,7.50349039562905e-36,0.6356071559888669,69.08713692946058,28.26086956521739,3.344886005083712e-15,0.19200834192686192,47.83582089552239,25.641025641025642
LSEC Zone 2&3 2,CV 1,BMP6,ACVR1_BMPR2,0.026678572265514764,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,CV 1.ACVR1_BMPR2,1.1133959444582506e-69,0.9235643274126857,92.36111111111111,48.04597701149425,3.344886005083712e-15,0.19200834192686192,47.83582089552239,25.641025641025642
LSEC Zone 2&3 3,CV 1,BMP6,ACVR1_BMPR2,0.025946611690342684,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,CV 1.ACVR1_BMPR2,1.6817979121991368e-45,0.9068487325815036,76.78018575851394,26.666666666666668,3.344886005083712e-15,0.19200834192686192,47.83582089552239,25.641025641025642
Endothelial Progenitor,CV 2,BMP6,ACVR1_BMPR2,0.0026333256659032958,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,CV 2.ACVR1_BMPR2,4.2649738764837467e-7,0.3124943512853565,41.47727272727273,11.842105263157894,1.3682698990031693e-4,0.1449354324523659,43.72093023255814,31.085526315789476
